up_votes,label,years
0,india,2013
1,india,2013
0,US,2013
10,US,2013
16,US,2013
1,uk,2013
32,US,2013
18,US,2013
7,china,2013
13,US,2013
4,india,2013
8,US,2013
3,un,2013
10,US,2013
10,china,2013
5,japan,2013
3,china,2013
9,japan,2013
0,US,2013
6,uk,2013
153,US,2013
153,china,2013
11,uk,2013
10,US,2013
10,un,2013
25,china,2013
4,china,2013
20,US,2013
868,iraq,2013
0,india,2013
11,china,2013
2149,US,2013
2149,china,2013
2,israel,2013
64,iraq,2013
5,uk,2013
15,india,2013
3,US,2013
11,india,2013
28,US,2013
28,china,2013
7,US,2013
23,israel,2013
23,egypt,2013
6,india,2013
6,china,2013
6,india,2013
7,US,2013
7,china,2013
7,iraq,2013
4,uk,2013
7,US,2013
5,china,2013
6,US,2013
29,uk,2013
3,israel,2013
24,US,2013
24,china,2013
7,japan,2013
24,US,2013
2,china,2013
1,china,2013
4,india,2013
0,china,2013
4,israel,2013
2,uk,2013
31,china,2013
4,japan,2013
35,china,2013
58,china,2013
0,iraq,2013
0,israel,2013
310,iraq,2013
3,india,2013
3,uk,2013
161,US,2013
0,japan,2013
0,iraq,2013
4,US,2013
4,uk,2013
1,US,2013
2,india,2013
2,iraq,2013
13,US,2013
4,US,2013
47,US,2013
3,iraq,2013
2,india,2013
4,US,2013
2,uk,2013
0,israel,2013
2083,US,2013
3,japan,2013
0,japan,2013
0,un,2013
2,US,2013
8,china,2013
0,china,2013
88,ukraine,2013
0,china,2013
3,uk,2013
16,israel,2013
4,un,2013
4,india,2013
30,china,2013
737,iraq,2013
18,US,2013
4,china,2013
2,india,2013
13,china,2013
0,japan,2013
7,china,2013
3,egypt,2013
81,US,2013
81,china,2013
96,US,2013
23,US,2013
34,china,2013
2,china,2013
2,japan,2013
5,japan,2013
2,un,2013
3,china,2013
4,india,2013
7,japan,2013
89,un,2013
89,india,2013
2,india,2013
0,china,2013
3,china,2013
0,un,2013
45,china,2013
258,iraq,2013
3,china,2013
4,uk,2013
173,china,2013
5,US,2013
5,US,2013
41,uk,2013
5,uk,2013
2,china,2013
1,US,2013
1,china,2013
2,egypt,2013
2,china,2013
6,japan,2013
5,US,2013
5,china,2013
6,japan,2013
14,china,2013
14,india,2013
47,US,2013
15,japan,2013
2,egypt,2013
67,iraq,2013
0,israel,2013
1,china,2013
442,uk,2013
8,US,2013
8,iraq,2013
1,US,2013
1,egypt,2013
1,US,2013
26,israel,2013
1,US,2013
676,uk,2013
6,iraq,2013
181,israel,2013
1092,india,2013
362,china,2013
3,un,2013
33,india,2013
0,china,2013
0,india,2013
0,japan,2013
2,US,2013
3,india,2013
12,india,2013
2,china,2013
2,uk,2013
11,china,2013
4,india,2013
0,israel,2013
3,india,2013
126,un,2013
0,china,2013
5,un,2013
25,japan,2013
8,US,2013
5,US,2013
0,US,2013
0,china,2013
30,china,2013
5,uk,2013
0,india,2013
13,israel,2013
3,india,2013
5,egypt,2013
932,US,2013
4,uk,2013
2,uk,2013
9,china,2013
727,un,2013
14,un,2013
0,israel,2013
23,US,2013
0,india,2013
1,china,2013
19,un,2013
1,US,2013
0,un,2013
22,US,2013
7,egypt,2013
3,uk,2013
7,egypt,2013
0,un,2013
4,US,2013
2477,US,2013
5,US,2013
3,uk,2013
5,US,2013
7,US,2013
2144,iraq,2013
5,india,2013
22,japan,2013
1,israel,2013
1,egypt,2013
7,iraq,2013
10,un,2013
1204,china,2013
0,japan,2013
0,china,2013
10,iraq,2013
3346,US,2013
0,ukraine,2013
0,un,2013
7,uk,2013
2,china,2013
2,india,2013
10,US,2013
0,india,2013
2,US,2013
2,israel,2013
2,japan,2013
3,uk,2013
0,china,2013
419,un,2013
0,egypt,2013
4,china,2013
0,india,2013
2,china,2013
0,china,2013
36,US,2013
36,india,2013
24,egypt,2013
3,un,2013
6,china,2013
6,uk,2013
1,US,2013
0,un,2013
1,china,2013
214,un,2013
13,china,2013
13,india,2013
611,US,2013
611,india,2013
0,US,2013
0,un,2013
14,egypt,2013
1181,un,2013
0,US,2013
7,israel,2013
8,china,2013
8,iraq,2013
16,iraq,2013
0,US,2013
588,uk,2013
2,US,2013
32,uk,2013
0,US,2013
234,uk,2013
17,israel,2013
4,US,2013
4,china,2013
3,uk,2013
5,un,2013
9,US,2013
9,india,2013
3,US,2013
5,uk,2013
62,uk,2013
451,US,2013
451,un,2013
11,uk,2013
1,un,2013
0,china,2013
0,egypt,2013
34,uk,2013
6,un,2013
0,US,2013
5,US,2013
10,US,2013
3,egypt,2013
7,US,2013
7,un,2013
1,un,2013
4,US,2013
65,un,2013
45,china,2013
0,US,2013
0,india,2013
5,china,2013
0,india,2013
5,un,2013
259,un,2013
4,china,2013
0,japan,2013
15,US,2013
35,uk,2013
10,china,2013
7,india,2013
1,china,2013
1,US,2013
3,india,2013
1,china,2013
2955,US,2013
2955,un,2013
8,uk,2013
5,uk,2013
1252,US,2013
6,egypt,2013
2,egypt,2013
1,US,2013
9,china,2013
24,china,2013
2,japan,2013
2,un,2013
4,un,2013
0,un,2013
0,india,2013
2,US,2013
899,japan,2013
209,US,2013
95,US,2013
16,un,2013
6,US,2013
16,japan,2013
114,uk,2013
0,un,2013
8,israel,2013
475,china,2013
8,japan,2013
13,china,2013
13,japan,2013
1072,japan,2013
2,india,2013
411,US,2013
411,china,2013
0,israel,2013
1,egypt,2013
17,egypt,2013
544,iraq,2013
25,japan,2013
4,un,2013
616,uk,2013
1679,US,2013
9,japan,2013
1,US,2013
14,iraq,2013
18,US,2013
18,japan,2013
1,US,2013
4,india,2013
0,uk,2013
748,china,2013
34,egypt,2013
2,india,2013
0,US,2013
25,uk,2013
0,US,2013
0,israel,2013
1,china,2013
41,china,2013
11,india,2013
14,china,2013
14,india,2013
7,japan,2013
5,japan,2013
941,US,2013
941,iraq,2013
18,china,2013
240,japan,2013
8,india,2013
6,japan,2013
0,US,2013
0,india,2013
0,US,2013
3,india,2013
0,china,2013
14,japan,2013
320,china,2013
6,india,2013
6,uk,2013
24,US,2013
7,china,2013
81,US,2013
249,uk,2013
343,US,2013
972,US,2013
3,US,2013
3,uk,2013
0,US,2013
0,china,2013
2,japan,2013
1,US,2013
1,japan,2013
0,israel,2013
30,US,2013
63,china,2013
63,india,2013
278,china,2013
2,US,2013
0,un,2013
0,egypt,2013
4,US,2013
6,egypt,2013
4,china,2013
4,china,2013
14,iraq,2013
3,china,2013
22,china,2013
4,israel,2013
8,uk,2013
2,china,2013
13,egypt,2013
4,japan,2013
2,israel,2013
9,china,2013
3,china,2013
756,US,2013
0,US,2013
439,US,2013
439,uk,2013
37,US,2013
0,israel,2013
3,china,2013
0,israel,2013
15,US,2013
4,china,2013
23,US,2013
3,US,2013
4,US,2013
17,US,2013
3246,japan,2013
0,uk,2013
32,US,2013
32,israel,2013
147,US,2013
0,US,2013
30,egypt,2013
10,china,2013
12,china,2013
1,china,2013
1,japan,2013
0,US,2013
0,japan,2013
5,china,2013
3,japan,2013
2,japan,2013
2,US,2013
0,US,2013
39,US,2013
0,uk,2013
0,US,2013
4,india,2013
11,US,2013
122,india,2013
51,china,2013
5,US,2013
14,japan,2013
2905,US,2013
4,un,2013
11,US,2013
9,US,2013
2,uk,2013
125,israel,2013
10,uk,2013
0,uk,2013
177,un,2013
299,egypt,2013
37,uk,2013
579,india,2013
71,india,2013
200,un,2013
0,japan,2013
0,un,2013
2,US,2013
0,US,2013
3478,china,2013
364,israel,2013
3,un,2013
7,un,2013
17,india,2013
7,US,2013
4,US,2013
3,US,2013
10,US,2013
0,US,2013
0,uk,2013
6,china,2013
5,US,2013
10,china,2013
41,china,2013
0,US,2013
10,US,2013
45,india,2013
7,US,2013
4,US,2013
13,un,2013
14,US,2013
9,israel,2013
0,un,2013
1,china,2013
28,un,2013
0,US,2013
7,US,2013
7,india,2013
0,US,2013
27,uk,2013
1,japan,2013
9,US,2013
3,egypt,2013
1,un,2013
5,china,2013
1,US,2013
4,un,2013
7,US,2013
3,US,2013
12,china,2013
13,india,2013
2,china,2013
2,japan,2013
4,iraq,2013
1,US,2013
10,US,2013
6,US,2013
5,china,2013
407,china,2013
26,china,2013
6,india,2013
8,egypt,2013
35,US,2013
31,china,2013
31,india,2013
46,US,2013
3,japan,2013
0,india,2013
18,un,2013
769,un,2013
19,china,2013
8,india,2013
20,japan,2013
3,china,2013
3,un,2013
5,china,2013
0,un,2013
1,un,2013
0,un,2013
0,china,2013
0,india,2013
2467,india,2013
0,US,2013
3,iraq,2013
7,US,2013
2,china,2013
2,US,2013
4,US,2013
123,uk,2013
4,US,2013
4,china,2013
2,uk,2013
2,uk,2013
2,US,2013
51,US,2013
5,china,2013
5,india,2013
4,israel,2013
1,china,2013
0,japan,2013
281,japan,2013
0,china,2013
6,japan,2013
2,US,2013
2,china,2013
3,US,2013
2,un,2013
13,US,2013
3886,US,2013
15,US,2013
2,china,2013
6,US,2013
1,india,2013
1,un,2013
4,US,2013
5,uk,2013
11,un,2013
0,US,2013
14,US,2013
5,china,2013
5,india,2013
23,uk,2013
3,US,2013
3,israel,2013
0,US,2013
10,israel,2013
3,US,2013
8,US,2013
14,US,2013
5,india,2013
0,china,2013
0,india,2013
2,US,2013
3,china,2013
3,india,2013
4,US,2013
1,israel,2013
2,china,2013
2,japan,2013
9,US,2013
280,US,2013
4,US,2013
1,US,2013
14,US,2013
92,china,2013
1,US,2013
3,japan,2013
12,uk,2013
6,US,2013
29,US,2013
10,US,2013
4,US,2013
1,US,2013
26,uk,2013
303,US,2013
58,uk,2013
3,US,2013
3,US,2013
0,china,2013
2,un,2013
3,un,2013
6,US,2013
8,china,2013
3,US,2013
5,china,2013
7,US,2013
7,US,2013
8,un,2013
6,US,2013
4,uk,2013
0,US,2013
484,US,2013
4,US,2013
4,china,2013
4,un,2013
10,un,2013
4,un,2013
25,US,2013
3674,US,2013
53,china,2013
2,uk,2013
46,US,2013
3,US,2013
14,US,2013
6,ukraine,2013
0,US,2013
17,US,2013
16,US,2013
3,US,2013
2,uk,2013
8,US,2013
28,US,2013
29,china,2013
7,israel,2013
5,un,2013
5,china,2013
2,US,2013
3,US,2013
3,un,2013
7,US,2013
3,US,2013
0,india,2013
156,un,2013
2,un,2013
41,US,2013
41,china,2013
1,US,2013
1,uk,2013
3,US,2013
6,US,2013
33,un,2013
0,china,2013
0,india,2013
2,US,2013
2,china,2013
3,un,2013
0,india,2013
136,US,2013
27,US,2013
2,uk,2013
8,US,2013
1,uk,2013
30,israel,2013
17,US,2013
4,US,2013
3,US,2013
0,un,2013
493,US,2013
29,un,2013
273,un,2013
2,uk,2013
0,china,2013
8,china,2013
0,china,2013
19,india,2013
11,china,2013
29,japan,2013
8,US,2013
8,india,2013
173,US,2013
3270,US,2013
12,US,2013
12,india,2013
3,US,2013
3,iraq,2013
1,US,2013
180,china,2013
6,japan,2013
717,uk,2013
16,uk,2013
11,US,2013
7,US,2013
5,US,2013
5,china,2013
6,US,2013
1,iraq,2013
2,china,2013
7,US,2013
16,US,2013
0,india,2013
9,US,2013
0,uk,2013
8,US,2013
28,uk,2013
45,US,2013
45,china,2013
12,japan,2013
100,japan,2013
2919,japan,2013
13,japan,2013
11,japan,2013
14,japan,2013
0,japan,2013
2,japan,2013
3,US,2013
3,japan,2013
7,japan,2013
0,japan,2013
3,japan,2013
6,japan,2013
503,uk,2013
22,japan,2013
4,US,2013
20,japan,2013
4,china,2013
1,japan,2013
4,japan,2013
6,japan,2013
6,japan,2013
0,japan,2013
7,japan,2013
0,japan,2013
1,japan,2013
3,japan,2013
2,japan,2013
0,japan,2013
1,china,2013
2,US,2013
2,israel,2013
8,US,2013
10,india,2013
12,US,2013
49,israel,2013
0,uk,2013
0,israel,2013
2,US,2013
8,un,2013
39,japan,2013
0,US,2013
7,china,2013
23,un,2013
2,japan,2013
6,japan,2013
5,japan,2013
4,israel,2013
10,china,2013
10,japan,2013
10,uk,2013
50,egypt,2013
4,US,2013
26,un,2013
139,china,2013
0,un,2013
0,china,2013
31,china,2013
2,japan,2013
2,un,2013
0,china,2013
3,iraq,2013
15,china,2013
15,japan,2013
1172,US,2013
1172,iraq,2013
3,US,2013
41,US,2013
41,uk,2013
1,india,2013
5,japan,2013
0,egypt,2013
3,japan,2013
160,US,2013
1376,US,2013
1376,china,2013
1376,un,2013
808,un,2013
0,un,2013
422,US,2013
422,un,2013
0,uk,2013
0,US,2013
0,china,2013
0,japan,2013
328,uk,2013
0,un,2013
37,US,2013
37,un,2013
177,israel,2013
3,US,2013
21,uk,2013
10,iraq,2013
8,egypt,2013
16,china,2013
738,US,2013
7,US,2013
15,china,2013
11,japan,2013
278,US,2013
0,israel,2013
2,india,2013
5,china,2013
0,US,2013
566,US,2013
252,un,2013
1,iraq,2013
0,uk,2013
18,uk,2013
3,egypt,2013
128,US,2013
0,china,2013
0,un,2013
2,china,2013
45,china,2013
45,japan,2013
14,iraq,2013
4,US,2013
3,israel,2013
3,un,2013
2,china,2013
2,japan,2013
24,india,2013
15,china,2013
15,japan,2013
3,egypt,2013
12,india,2013
6,china,2013
17,un,2013
0,india,2013
0,egypt,2013
20,india,2013
20,china,2013
5,iraq,2013
18,US,2013
18,china,2013
13,iraq,2013
20,US,2013
66,china,2013
8,US,2013
850,US,2013
11,india,2013
5,israel,2013
6,india,2013
5,india,2013
9,iraq,2013
11,US,2013
6,uk,2013
7,uk,2013
18,china,2013
0,US,2013
18,israel,2013
18,un,2013
8,israel,2013
8,un,2013
3,un,2013
2,US,2013
7,US,2013
13,US,2013
30,US,2013
18,china,2013
15,iraq,2013
3,china,2013
266,israel,2013
190,US,2013
1,china,2013
27,uk,2013
0,india,2013
14,japan,2013
10,china,2013
4,uk,2013
0,egypt,2013
1,egypt,2013
4,china,2013
4,japan,2013
5,china,2013
177,US,2013
58,US,2013
129,US,2013
4,china,2013
5,israel,2013
5,un,2013
1,egypt,2013
0,US,2013
3,israel,2013
0,israel,2013
0,uk,2013
0,china,2013
5,uk,2013
191,china,2013
1,china,2013
1,japan,2013
2,india,2013
4,israel,2013
10,US,2013
0,india,2013
2882,US,2013
1,uk,2013
11,israel,2013
3,japan,2013
0,US,2013
0,US,2013
0,US,2013
6,US,2013
296,US,2013
3,un,2013
11,US,2013
4,US,2013
0,US,2013
339,US,2013
16,iraq,2013
2,US,2013
13,israel,2013
24,US,2013
7,egypt,2013
0,israel,2013
3,US,2013
1,US,2013
2,US,2013
1,US,2013
12,un,2013
1167,china,2013
1167,india,2013
39,US,2013
3,iraq,2013
2,japan,2013
5,US,2013
0,japan,2013
2,uk,2013
3,US,2013
4,US,2013
0,israel,2013
445,US,2013
14,israel,2013
42,US,2013
0,US,2013
2,china,2013
0,uk,2013
2,egypt,2013
9,israel,2013
3,china,2013
4,US,2013
579,uk,2013
1085,US,2013
2740,US,2013
2740,uk,2013
3,egypt,2013
4,US,2013
0,israel,2013
2,uk,2013
43,uk,2013
1,china,2013
11,US,2013
15,US,2013
3,un,2013
21,US,2013
9,US,2013
23,US,2013
2605,US,2013
1,US,2013
1,egypt,2013
0,US,2013
4,japan,2013
0,US,2013
2359,US,2013
526,US,2013
0,china,2013
4,egypt,2013
5,US,2013
0,US,2013
0,US,2013
1,US,2013
0,uk,2013
63,china,2013
2,US,2013
4,uk,2013
9,US,2013
15,israel,2013
0,un,2013
1,israel,2013
1,israel,2013
0,US,2013
6,US,2013
1,india,2013
2,china,2013
5,US,2013
0,china,2013
0,japan,2013
1,uk,2013
0,china,2013
8,un,2013
2,US,2013
2,egypt,2013
0,US,2013
1308,china,2013
0,india,2013
36,US,2013
4,china,2013
0,uk,2013
2,china,2013
1,japan,2013
729,US,2013
3,japan,2013
0,US,2013
11,US,2013
11,uk,2013
67,US,2013
5,china,2013
1,india,2013
0,uk,2013
0,US,2013
2,uk,2013
2,US,2013
2,china,2013
2,US,2013
1,US,2013
1,china,2013
4,un,2013
1,china,2013
12,US,2013
12,uk,2013
1,israel,2013
1,US,2013
8,US,2013
7,US,2013
2,china,2013
3,china,2013
11,uk,2013
1,un,2013
1,US,2013
21,US,2013
2,india,2013
7,uk,2013
1,US,2013
1,US,2013
0,US,2013
170,US,2013
15,US,2013
2,israel,2013
5,israel,2013
0,israel,2013
0,un,2013
2,ukraine,2013
10,US,2013
10,un,2013
2,US,2013
6,un,2013
0,israel,2013
10,israel,2013
534,US,2013
5,ukraine,2013
0,US,2013
0,china,2013
134,israel,2013
3,US,2013
3,un,2013
3,US,2013
3,un,2013
4,US,2013
7,un,2013
4,US,2013
13,US,2013
1,egypt,2013
9,US,2013
4,US,2013
10,US,2013
3,uk,2013
0,china,2013
4,US,2013
31,US,2013
10,china,2013
5,US,2013
5,uk,2013
147,un,2013
3,china,2013
30,US,2013
30,un,2013
39,uk,2013
32,US,2013
4,US,2013
5,US,2013
13,US,2013
1177,US,2013
1177,un,2013
247,egypt,2013
16,israel,2013
647,US,2013
4,US,2013
5,japan,2013
0,un,2013
2,china,2013
11,US,2013
5,israel,2013
0,US,2013
5,egypt,2013
21,US,2013
3,US,2013
5,india,2013
11,un,2013
16,un,2013
4,israel,2013
5,US,2013
2,uk,2013
0,india,2013
11,china,2013
0,egypt,2013
2,china,2013
2,un,2013
0,uk,2013
0,china,2013
0,china,2013
6,uk,2013
2,japan,2013
7,china,2013
0,US,2013
73,uk,2013
2,egypt,2013
1,china,2013
24,china,2013
1,uk,2013
1,un,2013
3,uk,2013
2,israel,2013
14,china,2013
4,israel,2013
688,israel,2013
5,china,2013
10,india,2013
5,israel,2013
15,US,2013
6,uk,2013
3,japan,2013
10,japan,2013
4,US,2013
5,US,2013
2,israel,2013
8,un,2013
2,un,2013
0,india,2013
39,US,2013
1,un,2013
39,china,2013
0,un,2013
11,china,2013
9,US,2013
9,US,2013
3,israel,2013
3,un,2013
3,uk,2013
4,israel,2013
17,india,2013
7,US,2013
3,US,2013
1,uk,2013
2,uk,2013
9,US,2013
6,china,2013
3,egypt,2013
4,china,2013
20,US,2013
20,un,2013
34,US,2013
34,un,2013
6,US,2013
2,israel,2013
9,egypt,2013
0,china,2013
2,china,2013
8,israel,2013
10,US,2013
10,egypt,2013
24,israel,2013
0,china,2013
1,US,2013
21,US,2013
21,china,2013
7,japan,2013
5,uk,2013
0,US,2013
9,US,2013
9,un,2013
0,US,2013
0,US,2013
232,US,2013
18,egypt,2013
0,US,2013
0,china,2013
5,india,2013
3,japan,2013
15,US,2013
1,ukraine,2013
4,US,2013
0,US,2013
1,india,2013
4,US,2013
0,US,2013
6,US,2013
0,china,2013
0,US,2013
3,india,2013
2,US,2013
0,india,2013
178,japan,2013
7,israel,2013
4,china,2013
0,US,2013
0,japan,2013
167,china,2013
9,israel,2013
6,india,2013
2,india,2013
0,US,2013
5,uk,2013
3,israel,2013
4,US,2013
6,china,2013
76,US,2013
3,un,2013
2,US,2013
2,israel,2013
8,uk,2013
1,china,2013
6,uk,2013
6,US,2013
2,israel,2013
1,US,2013
1,uk,2013
4,china,2013
2,china,2013
10,US,2013
10,israel,2013
4,china,2013
4,japan,2013
3,israel,2013
3,china,2013
8,US,2013
4,US,2013
2012,US,2013
7,US,2013
2,US,2013
4,china,2013
12,US,2013
17,israel,2013
81,israel,2013
0,israel,2013
1,US,2013
2,india,2013
0,israel,2013
5,egypt,2013
12,US,2013
0,israel,2013
52,japan,2013
165,china,2013
3,US,2013
1156,US,2013
1156,israel,2013
1,israel,2013
9,US,2013
9,iraq,2013
0,US,2013
5,china,2013
5,egypt,2013
16,japan,2013
6,US,2013
4,china,2013
1,US,2013
1,israel,2013
15,japan,2013
12,US,2013
2,uk,2013
2,un,2013
0,israel,2013
3,US,2013
385,US,2013
2080,japan,2013
276,uk,2013
6,india,2013
2,uk,2013
14,china,2013
73,china,2013
2478,japan,2013
4,egypt,2013
4,china,2013
5,egypt,2013
1269,US,2013
0,US,2013
2,israel,2013
1,un,2013
3618,US,2013
0,china,2013
18,un,2013
0,israel,2013
0,egypt,2013
5,uk,2013
4,US,2013
2,china,2013
0,US,2013
1,US,2013
1,china,2013
1,israel,2013
2030,US,2013
20,US,2013
11,US,2013
558,US,2013
21,US,2013
0,china,2013
3,US,2013
3,iraq,2013
2,china,2013
32,uk,2013
5,uk,2013
6,US,2013
6,japan,2013
2,un,2013
0,US,2013
17,india,2013
11,china,2013
4,israel,2013
4,un,2013
0,US,2013
110,egypt,2013
6,US,2013
2785,israel,2013
22,iraq,2013
1,US,2013
32,japan,2013
15,US,2013
47,US,2013
106,un,2013
1,US,2013
1,un,2013
0,israel,2013
0,china,2013
0,iraq,2013
24,india,2013
3,US,2013
3,US,2013
7,egypt,2013
3,un,2013
11,japan,2013
24,US,2013
0,china,2013
2,US,2013
10,israel,2013
0,iraq,2013
6,un,2013
498,US,2013
17,china,2013
195,uk,2013
0,china,2013
0,china,2013
326,china,2013
326,japan,2013
10,US,2013
1869,US,2013
17,US,2013
0,US,2013
17,uk,2013
51,china,2013
51,india,2013
0,US,2013
92,israel,2013
4,US,2013
173,US,2013
173,un,2013
33,japan,2013
464,israel,2013
0,china,2013
4,china,2013
52,US,2013
1792,US,2013
9,japan,2013
1,US,2013
4,US,2013
8,US,2013
8,US,2013
1,uk,2013
20,uk,2013
20,ukraine,2013
9,japan,2013
4,US,2013
0,china,2013
2,US,2013
12,US,2013
15,china,2013
15,US,2013
15,iraq,2013
0,china,2013
7,china,2013
11,US,2013
11,egypt,2013
14,US,2013
0,iraq,2013
42,US,2013
13,US,2013
10,US,2013
6,US,2013
0,US,2013
0,india,2013
4,china,2013
9,US,2013
254,india,2013
3,US,2013
3,egypt,2013
11,un,2013
8,israel,2013
3,US,2013
0,US,2013
0,uk,2013
330,china,2013
0,US,2013
2,US,2013
2,egypt,2013
26,china,2013
2,US,2013
4,US,2013
2,US,2013
2,china,2013
2,egypt,2013
3,china,2013
2,india,2013
0,uk,2013
0,uk,2013
3,US,2013
14,israel,2013
0,china,2013
56,india,2013
18,india,2013
3,US,2013
2,china,2013
9,US,2013
9,china,2013
3099,uk,2013
10,US,2013
2,iraq,2013
0,US,2013
22,US,2013
3,egypt,2013
0,egypt,2013
208,israel,2013
5,china,2013
4,china,2013
9,israel,2013
29,japan,2013
4,india,2013
0,china,2013
0,US,2013
228,un,2013
3,uk,2013
0,US,2013
0,egypt,2013
2,iraq,2013
6,US,2013
5,egypt,2013
1,US,2013
1,US,2013
104,US,2013
10,india,2013
29,US,2013
1,uk,2013
10,uk,2013
1,US,2013
1,US,2013
1,egypt,2013
3,US,2013
3,egypt,2013
59,japan,2013
7,japan,2013
2,china,2013
58,uk,2013
9,egypt,2013
2,egypt,2013
5,US,2013
5,iraq,2013
0,china,2013
1,uk,2013
4,un,2013
127,israel,2013
0,israel,2013
3,US,2013
5,egypt,2013
11,india,2013
3,uk,2013
5,india,2013
0,US,2013
18,egypt,2013
0,US,2013
223,japan,2013
4,US,2013
3,US,2013
1177,uk,2013
0,US,2013
0,US,2013
0,israel,2013
4,egypt,2013
3,egypt,2013
3,US,2013
5,US,2013
5,china,2013
1,egypt,2013
53,israel,2013
1,uk,2013
5,india,2013
1,egypt,2013
5,US,2013
0,india,2013
3,egypt,2013
4,US,2013
20,uk,2013
12,china,2013
5,US,2013
10,egypt,2013
0,US,2013
618,US,2013
1,US,2013
585,US,2013
585,iraq,2013
24,china,2013
2509,uk,2013
19,egypt,2013
25,US,2013
26,japan,2013
0,china,2013
1,china,2013
2,israel,2013
2,china,2013
15,israel,2013
7,india,2013
14,US,2013
12,china,2013
5,US,2013
5,india,2013
6,egypt,2013
9,uk,2013
202,US,2013
14,US,2013
2,US,2013
2,china,2013
11,US,2013
11,japan,2013
1,US,2013
0,china,2013
11,US,2013
8,US,2013
2259,US,2013
44,un,2013
0,US,2013
9,US,2013
9,israel,2013
3,india,2013
2,US,2013
0,israel,2013
2,un,2013
2,japan,2013
202,india,2013
19,US,2013
162,un,2013
4,india,2013
5,uk,2013
5,china,2013
6,india,2013
18,ukraine,2013
16,india,2013
2,japan,2013
5,china,2013
44,US,2013
8,uk,2013
4,india,2013
4,uk,2013
18,china,2013
25,US,2013
0,un,2013
5,india,2013
6,china,2013
8,japan,2013
15,israel,2013
16,US,2013
16,china,2013
0,uk,2013
2,china,2013
9,US,2013
16,un,2013
18,china,2013
3920,china,2013
4,US,2013
1,china,2013
4,india,2013
3,india,2013
1,uk,2013
457,china,2013
3,uk,2013
3,china,2013
7,china,2013
7,india,2013
3,US,2013
3,israel,2013
8,india,2013
17,un,2013
4,US,2013
4,US,2013
546,US,2013
546,japan,2013
18,israel,2013
12,US,2013
4,china,2013
3,US,2013
0,US,2013
429,US,2013
23,uk,2013
3,japan,2013
1,uk,2013
4,US,2013
17,china,2013
17,india,2013
2,uk,2013
0,US,2013
3,india,2013
3,china,2013
4,china,2013
4,china,2013
0,uk,2013
6,US,2013
9,uk,2013
1,israel,2013
0,US,2013
4,US,2013
18,un,2013
5,israel,2013
27,china,2013
111,china,2013
4,US,2013
12,china,2013
7,US,2013
4,china,2013
4,uk,2013
23,US,2013
18,US,2013
5,india,2013
13,uk,2013
0,US,2013
264,israel,2013
6,japan,2013
0,china,2013
0,US,2013
0,israel,2013
0,un,2013
2,un,2013
0,US,2013
0,india,2013
0,china,2013
1,china,2013
5,egypt,2013
6,india,2013
0,US,2013
0,egypt,2013
3,un,2013
2,uk,2013
8,uk,2013
0,china,2013
0,india,2013
0,china,2013
7,uk,2013
1,china,2013
1,US,2013
1,uk,2013
5,un,2013
8,US,2013
0,US,2013
4,israel,2013
337,egypt,2013
28,US,2013
10,US,2013
0,israel,2013
19,israel,2013
0,china,2013
0,US,2013
413,israel,2013
1,US,2013
2,israel,2013
1,israel,2013
19,israel,2013
6,US,2013
0,israel,2013
5,india,2013
0,uk,2013
0,israel,2013
29,china,2013
29,japan,2013
0,china,2013
803,un,2013
0,china,2013
0,india,2013
0,egypt,2013
0,israel,2013
1,india,2013
0,china,2013
15,israel,2013
9,egypt,2013
0,US,2013
4,uk,2013
0,uk,2013
5,israel,2013
14,egypt,2013
0,india,2013
0,US,2013
135,uk,2013
0,israel,2013
213,uk,2013
0,israel,2013
1004,US,2013
22,china,2013
9,egypt,2013
6,china,2013
0,china,2013
0,US,2013
18,china,2013
5,china,2013
0,china,2013
1,china,2013
6,US,2013
0,israel,2013
0,US,2013
26,US,2013
7,ukraine,2013
15,un,2013
3,uk,2013
0,china,2013
23,US,2013
23,china,2013
19,US,2013
20,japan,2013
3,uk,2013
1,uk,2013
1,uk,2013
1594,US,2013
0,israel,2013
1,US,2013
1,israel,2013
17,israel,2013
4,india,2013
29,uk,2013
0,israel,2013
2,uk,2013
647,japan,2013
25,US,2013
2,israel,2013
2,israel,2013
6,china,2013
3,uk,2013
685,uk,2013
0,india,2013
1323,uk,2013
62,uk,2013
0,US,2013
11,US,2013
4,israel,2013
39,india,2013
8,china,2013
1,egypt,2013
2,india,2013
6,japan,2013
7,japan,2013
11,india,2013
4,uk,2013
3,US,2013
0,uk,2013
0,US,2013
13,japan,2013
7,japan,2013
0,china,2013
11,un,2013
2,japan,2013
5,US,2013
0,japan,2013
10,US,2013
2,israel,2013
112,china,2013
112,japan,2013
3,US,2013
4,US,2013
29,uk,2013
21,US,2013
1,china,2013
1,india,2013
0,japan,2013
0,china,2013
3,un,2013
0,uk,2013
0,US,2013
0,uk,2013
7,israel,2013
0,uk,2013
43,US,2013
0,un,2013
44,japan,2013
2,israel,2013
28,egypt,2013
159,israel,2013
1,china,2013
3093,US,2013
3093,israel,2013
6,US,2013
6,israel,2013
36,US,2013
169,japan,2013
5,china,2013
12,US,2013
0,china,2013
355,israel,2013
1,china,2013
4,uk,2013
3,iraq,2013
0,japan,2013
1,US,2013
1,israel,2013
2,uk,2013
1,uk,2013
30,US,2013
2,uk,2013
1,uk,2013
